SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
ITGENSUGAR1,"Sugar 10X Confectioners 24/1 LB","","case","24/1lb","lb",24,Each,"unit"
ITGENSUGAR1,"Sugar 10X Confectioners 24/1 LB","","case","1ea","ea",1,Each,"unit"
ITGENSUGARC,"Sugar Cane Fine Granulated 1/50 LB CS Pi#: 5","","case","50lb","lb",50,Each,"unit"
ITGENSUGARC,"Sugar Cane Fine Granulated 1/50 LB CS Pi#: 5","","case","1ea","ea",1,Each,"unit"
ITGENSUGARC01,"Sugar Cane Fine Granulated 1/50 LB CS Pit#: 2","","case","50lb","lb",50,Each,"unit"
ITGENSUGARR,"Sugar IN THE RAW 12/2 LB BOX","","case","12/2lb","lb",24,Each,"unit"
ITGENSUGARR,"Sugar IN THE RAW 12/2 LB BOX","","case","1ea","ea",1,Each,"unit"
ITGENTRUFFL,"Truffle OIL White BEL Aria 1/250 ML PC","","case","250mL","mL",250,Each,"unit"
ITGENTRUFFL,"Truffle OIL White BEL Aria 1/250 ML PC","","case","1ea","ea",1,Each,"unit"
ITGENVINEGA,"Vinegar White 5.0 Grain","","each","1each","each",1,Each,"unit"
ITGENVINEGA,"Vinegar White 5.0 Grain","","case","1ea","ea",1,Each,"unit"
ITGENGOLDEN01,"WA Golden Sesame OIL 6/1.8 LT","","case","1ea","ea",1,Each,"unit"
ITGENGOLDEN01,"WA Golden Sesame OIL 6/1.8 LT","","case","6/1.8L","L",10.8,Each,"unit"
ITGENGOLDEN,"WA Golden Sesame OIL 6/1.8 LT","","case","6/1.8L","L",10.8,Each,"unit"
ITGENGOLDEN,"WA Golden Sesame OIL 6/1.8 LT","","case","1ea","ea",1,Each,"unit"
ITGENGOLDEN04,"WA Golden Sesame OIL 6/1.8 LT","","case","6/1.8L","L",10.8,Each,"unit"
ITGENGOLDEN04,"WA Golden Sesame OIL 6/1.8 LT","","case","1ea","ea",1,Each,"unit"
ITGENGOLDEN03,"WA Golden Sesame OIL 6/1.8 LT","","case","6/1.8L","L",10.8,Each,"unit"
ITGENGOLDEN02,"WA Golden Sesame OIL 6/1.8 LT BC Pit#: 5","","case","6/1.8L","L",10.8,Each,"unit"
ITGENGOLDEN02,"WA Golden Sesame OIL 6/1.8 LT BC Pit#: 5","","case","1ea","ea",1,Each,"unit"
ITGENRICEVI,"WA Rice Vinegar Unseasoned 1/18 LT","","case","18L","L",18,Each,"unit"
ITGENRICEVI,"WA Rice Vinegar Unseasoned 1/18 LT","","case","1ea","ea",1,Each,"unit"
ITGENSOYSAU03,"WA SOY Sauce Shoyu White 6/375 ML","","case","6/375mL","mL",2250,Each,"unit"
ITGENSOYSAU03,"WA SOY Sauce Shoyu White 6/375 ML","","case","1ea","ea",1,Each,"unit"
IT91022,"Apple, Gala 1each","91022","each","1each","each",1,Each,"oz"
IT09538,"Apple, Granny Smith - Food 1lb","09538","case","5/1lb","lb",80,Each,"oz"
IT08134,"Arugula 1lb","08134","case","4/1lb","lb",64,Each,"oz"
IT08134,"Arugula 1lb","PRD0313","case","3/1lb","lb",48,Each,"oz"
IT00055,"Asparagus 1lb","00055","case","11/1lb","lb",176,Each,"oz"
IT00025,"Avocado 1avocado","09548","each","1each","each",1,Each,"oz"
IT00335,"Baby Arugula 1lb","00335","case","2/1lb","lb",32,Each,"oz"
IT00335,"Baby Arugula 1lb","00335","case","4/1lb","lb",64,Each,"oz"
IT00335,"Baby Arugula 1lb","1119289","case","3/1lb","lb",48,Each,"oz"
IT00101,"Baby Bok Choy 1lb","00101","case","10/1lb","lb",160,Each,"oz"
IT00101,"Baby Bok Choy 1lb","PRD0635","case","8/1lb","lb",128,Each,"oz"
IT10940725,"Baby Carrot 1each","10940725","each","1each","each",1,Each,"oz"
PRGENBABYCA,"Baby Carrot Pk'd W/ Green CUT TOP 5# Return Credit","","bag","5lb","lb",5,Each,"unit"
PRGENBABYCA,"Baby Carrot Pk'd W/ Green CUT TOP 5# Return Credit","","case","1ea","ea",1,Each,"unit"
IT00374,"Baby Green Romaine 1each","00374","each","1each","each",1,Each,"oz"
PRGENBABYLE,"Baby Lettuce Frisée,","","each","1each","each",1,Each,"unit"
PRGENBABYLE,"Baby Lettuce Frisée,","","case","1ea","ea",1,Each,"unit"
IT00387,"Baby Lettuce Mix 1lb","00387","case","3/1lb","lb",48,Each,"oz"
IT00387,"Baby Lettuce Mix 1lb","00387","case","8/1lb","lb",128,Each,"oz"
IT00370,"Baby Mix Lettuce Whole 1case","00370","each","1each","each",1,Each,"oz"
IT00631,"Baby Spinach 1lb","00631","case","2/1lb","lb",32,Each,"oz"
IT00631,"Baby Spinach 1lb","00632","case","40/1lb","lb",640,Each,"oz"
IT00631,"Baby Spinach 1lb","","case","1ea","ea",1,Each,"oz"
IT00631,"Baby Spinach 1lb","","case","1ea","ea",1,Each,"oz"
IT00667,"Baby Zucchini 1lb","00667","case","10/1lb","lb",160,Each,"oz"
IT12398,"Banana 1lb","12398","case","3/1lb","lb",48,Each,"oz"
IT10023,"Bartlett Pear 1lb","10023","case","3/1lb","lb",48,Each,"oz"
IT10023,"Bartlett Pear 1lb","PRD0494","case","10/1lb","lb",160,Each,"oz"
PRD0494,"Bartlett Pear 1lb","PRD0494","case","10/1lb","lb",160,Volume,"oz"
IT00760,"Basil - Food 1lb","","bag","1lb","lb",16,Each,"oz"
00760,"Basil - Food 1lb","00760","each","1lb","lb",16,Volume,"oz"
IT09592,"Basil - Food 4oz","","bottle","4oz","oz",4,Each,"oz"
09592,"Basil - Food 4oz","09592","each","4oz","oz",4,Volume,"oz"
IT06249,"Basil 4oz","09592","bottle","4oz","oz",4,Each,"oz"
IT00772,"Basil, Lemon 1lb","00772","bag","1lb","lb",16,Each,"oz"
IT00774,"Bay Leaf 1lb","","bag","1lb","lb",16,Each,"oz"
40748,"Beefsteak Tomatoes 1lb","40748","case","5/1lb","lb",80,Volume,"oz"
IT40748,"Beefsteak Tomatoes 1lb","40748","case","5/1lb","lb",80,Each,"oz"
IT55593,"Beet, Baby Red 1each","55593","case","3/1each","each",3,Each,"oz"
55593,"Beet, Baby Red 1each","55593","case","3/1each","each",3,Each,"ea"
1123743,"bell pepper mix 10lb","1123743","each","10lb","lb",160,Volume,"oz"
IT1123743,"bell pepper mix 10lb","","bag","10lb","lb",160,Each,"oz"
10027,"Bell Pepper, Gold 1lb","10027","case","5/1lb","lb",80,Volume,"oz"
IT10027,"Bell Pepper, Gold 1lb","10027","case","5/1lb","lb",80,Each,"oz"
10028,"Bell Pepper, Green 1lb","10028","case","2/1lb","lb",32,Volume,"oz"
IT10028,"Bell Pepper, Green 1lb","10028","case","2/1lb","lb",32,Each,"oz"
IT10028,"Bell Pepper, Green 1lb","10028","case","5/1lb","lb",80,Each,"oz"
IT10029,"Bell Pepper, Red 1lb","10029","case","5/1lb","lb",80,Each,"oz"
10029,"Bell Pepper, Red 1lb","10029","case","5/1lb","lb",80,Volume,"oz"
ROS02,"Bell Rose, Ko Bara 1pack","","each","1each","each",1,Each,"oz"
MC, Black Box, 4ct (3oz),"Black Bean Burgers 1each","MC, Black Box, 4ct (3oz)","case","4/1each","each",4,Each,"ea"
PRGENBLACKB,"Black Bean Burgers 1each","","case","40/1each","each",40,Each,"oz"
PRGENBLACKF,"Black Fall Truffle 1oz","","bottle","1oz","oz",1,Each,"oz"
PRGENBLACKP,"Black Pepper Butcher 12 Mesh Jar 5# Ea","","bag","5lb","lb",5,Each,"unit"
PRGENBLACKP,"Black Pepper Butcher 12 Mesh Jar 5# Ea","","case","1ea","ea",1,Each,"unit"
41040,"Blackberry 1each","41040","each","1each","each",1,Each,"ea"
IT09557,"Blackberry 1each","09557","case","3/1each","each",3,Each,"oz"
IT01040,"Blackberry BK 1Basket","","each","1each","each",1,Each,"oz"
01040,"Blackberry BK 1Basket","01040","case","12/1basket","basket",12,Each,"ea"
IT01452,"Blood Orange - Food 1each","01452","each","1each","each",1,Each,"oz"
PRD0468,"Blood Orange - Food 1lb","PRD0468","case","10/1lb","lb",160,Each,"oz"
PRD0468,"Blood Orange - Food 1lb","PRD0469","case","20/1lb","lb",320,Each,"oz"
09551,"Blue Lake Bean 1lb","09551","case","5/1lb","lb",80,Volume,"oz"
IT09551,"Blue Lake Bean 1lb","09551","case","5/1lb","lb",80,Each,"oz"
09558,"Blueberries 1each","09558","case","3/1each","each",3,Each,"ea"
IT01042,"Blueberry 1basket","09558","each","1each","each",1,Each,"oz"
73184,"Boston Lettuce 1head","73184","each","1head","head",1,Each,"ea"
IT00360,"Boston Lettuce 1head","","each","1each","each",1,Each,"oz"
IT00120,"Broccoli 1each","00120","case","14/1each","each",14,Each,"oz"
IT00120,"Broccoli 1each","03136","case","18/1each","each",18,Each,"oz"
00120,"Broccoli 1each","00120","case","14/1each","each",14,Each,"ea"
99124,"Broccoli 1lb","99124","case","5/1lb","lb",80,Volume,"oz"
IT99124,"Broccoli 1lb","99124","case","5/1lb","lb",80,Each,"oz"
03136,"Broccolini - Food 1each","03136","case","18/1each","each",18,Each,"ea"
IT03136,"Broccolini - Food 1each","03136","case","18/1each","each",18,Each,"oz"
IT03136,"Broccolini - Food 1each","03136","case","3/1each","each",3,Each,"oz"
IT09562,"Brussel Sprouts 1lb","09562","case","3/1lb","lb",48,Each,"oz"
IT09562,"Brussel Sprouts 1lb","PRD0777","case","10/1lb","lb",160,Each,"oz"
09562,"Brussel Sprouts 1lb","09562","case","3/1lb","lb",48,Volume,"oz"
PRD0366,"Butter Lettuce 1Case","","each","1each","each",1,Each,"oz"
99654,"Butternut Squash 1lb","99654","case","5/1lb","lb",80,Volume,"oz"
IT1123740,"Butternut Squash 1lb","1123740","case","35/1lb","lb",560,Each,"oz"
IT1123740,"Butternut Squash 1lb","99654","case","5/1lb","lb",80,Each,"oz"
IT09563,"Cabbage, Green (Head) 1each","09563","case","3/1each","each",3,Each,"oz"
09563,"Cabbage, Green (Head) 1each","09563","case","3/1each","each",3,Each,"ea"
09565,"Cabbage, Red 1each","09565","case","3/1each","each",3,Each,"ea"
IT09565,"Cabbage, Red 1each","09565","case","3/1each","each",3,Each,"oz"
IT09565,"Cabbage, Red 1each","","case","1ea","ea",1,Each,"oz"
71285,"Cantaloupe - Food 1melon","71285","case","2/1melon","melon",2,Volume,"oz"
IT71285,"Cantaloupe - Food 1melon","","each","1each","each",1,Each,"oz"
IT03420,"Cara Cara Orange 1each","SW8120","case","30/1each","each",30,Each,"oz"
PRD1181,"Cara Cara Orange, Case 1case","","each","1each","each",1,Each,"oz"
IT01799,"Carrot, Baby Rainbow 1each","01799","case","24/1each","each",24,Each,"oz"
IT01799,"Carrot, Baby Rainbow 1each","1123809","case","12/1each","each",12,Each,"oz"
1113815,"Carrot, Baby Rainbow 1lb","1113815","case","10/1lb","lb",160,Volume,"oz"
09566,"Carrot, Jumbo 1lb","09566","case","5/1lb","lb",80,Volume,"oz"
IT09566,"Carrot, Jumbo 1lb","09566","case","5/1lb","lb",80,Each,"oz"
PRD0797,"Castelfranco- endive FM 1each","SW23650","case","12/1each","each",12,Each,"oz"
IT09567,"Cauliflower - Food 1each","09567","case","3/1each","each",3,Each,"oz"
00151,"Cauliflower 1each","00151","case","12/1each","each",12,Each,"ea"
IT00151,"Cauliflower 1each","00151","case","12/1each","each",12,Each,"oz"
IT00151,"Cauliflower 1each","09567","case","3/1each","each",3,Each,"oz"
09568,"Celery 1each","09568","case","3/1each","each",3,Each,"ea"
IT09568,"Celery 1each","09568","case","3/1each","each",3,Each,"oz"
PRGENCELERY01,"Celery 30 CT","","case","1ea","ea",1,Each,"unit"
PRGENCELERY01,"Celery 30 CT","20352","case","30/1each","each",30,Each,"unit"
PRGENCELERY,"Celery EA","00293","case","24/1each","each",24,Each,"unit"
PRGENCELERY,"Celery EA","","case","1ea","ea",1,Each,"unit"
09569,"Celery Root 1each","09569","case","3/1each","each",3,Each,"ea"
IT09569,"Celery Root 1each","09569","case","3/1each","each",3,Each,"oz"
PRGENCELERY02,"Celery Root 20# HV","","bag","20lb","lb",20,Each,"unit"
PRGENCELERY02,"Celery Root 20# HV","","case","1ea","ea",1,Each,"unit"
IT00811,"Cello, Spinach 1lb","00811","case","10/1lb","lb",160,Each,"oz"
IT00811,"Cello, Spinach 1lb","","case","1ea","ea",1,Each,"oz"
00811,"Cello, Spinach 1lb","00811","case","10/1lb","lb",160,Volume,"oz"
IT20018,"Chanterelle Mushrooms 5lb","20018","bag","5lb","lb",80,Each,"oz"
IT18866,"Chantrelle 1lb","18866","case","3/1lb","lb",48,Each,"oz"
18866,"Chantrelle 1lb","18866","case","3/1lb","lb",48,Volume,"oz"
IT18322,"Cherry Tomato 1each","18322","case","12/1each","each",12,Each,"oz"
PRD1244,"Cherry Tomato 1each","PRD1244","case","12/1each","each",12,Each,"ea"
IT19683,"Cherry Tomato Mix 1case","19683","case","12/1each","each",12,Each,"oz"
PRD1246,"Cherry Tomato Mix 1case","PRD1246","each","1case","case",1,Each,"ea"
19683,"Cherry Tomato, Sungold 1bk","19683","case","12/1bk","bk",12,Each,"ea"
00816,"Cherry Tomato, Yellow 1each","00816","case","12/1each","each",12,Each,"ea"
IT00816,"Cherry Tomato, Yellow 1each","00816","case","12/1each","each",12,Each,"oz"
IT00780,"Chervil 1lb","","bag","1lb","lb",16,Each,"oz"
00780,"Chervil 1lb","00780","each","1lb","lb",16,Volume,"oz"
IT01683,"Chervil 4oz","01683","case","2/4oz","oz",8,Each,"oz"
01683,"Chervil 4oz","01683","case","2/4oz","oz",8,Volume,"oz"
IT01684,"Chives - Food 4oz","01684","case","2/4oz","oz",8,Each,"oz"
01684,"Chives - Food 4oz","01684","case","2/4oz","oz",8,Volume,"oz"
IT00790,"Chives 1lb","","bag","1lb","lb",16,Each,"oz"
IT00790,"Chives 1lb","","case","1ea","ea",1,Each,"oz"
00790,"Chives 1lb","00790","each","1lb","lb",16,Volume,"oz"
PRGENCIAOTO,"Ciao Tomato Peeled Italian 6/#10 CAN","","each","1each","each",1,Each,"unit"
PRGENCIAOTO,"Ciao Tomato Peeled Italian 6/#10 CAN","","case","1ea","ea",1,Each,"unit"
09593,"Cilantro 1bunch","09593","case","3/1bunch","bunch",3,Each,"ea"
IT09593,"Cilantro 1bunch","","each","1each","each",1,Each,"oz"
IT99451,"Cippolini Onion 1lb","99451","case","2/1lb","lb",32,Each,"oz"
99451,"Cippolini Onion 1lb","99451","case","2/1lb","lb",32,Volume,"oz"
IT89030,"CLOVER 18-8 FUKAGATA 1each","","each","1each","each",1,Each,"oz"
89030,"CLOVER 18-8 FUKAGATA 1each","89030","each","1each","each",1,Each,"ea"
03573,"Corn Yellow 1case","03573","each","1case","case",1,Each,"ea"
IT00210,"Corn Yellow 1case","","each","1each","each",1,Each,"oz"
09581,"Corn, Yellow (Ear) 1each","09581","case","6/1each","each",6,Each,"ea"
IT09581,"Corn, Yellow (Ear) 1each","09581","case","6/1each","each",6,Each,"oz"
IT97045,"Cranberry 1lb","97045","case","5/1lb","lb",80,Each,"oz"
05455,"Crimini Mushroom 1lb","05455","case","5/1lb","lb",80,Volume,"oz"
IT00423,"Crimini Mushroom 1lb","00423","case","1lb","lb",16,Each,"oz"
IT00423,"Crimini Mushroom 1lb","05455","case","5/1lb","lb",80,Each,"oz"
IT09584,"Cucumber, Hot House - Food 1cux","09584","each","1each","each",1,Each,"oz"
IT10035,"Daikon Radish 1lb","10035","case","5/1lb","lb",80,Each,"oz"
10035,"Daikon Radish 1lb","10035","case","5/1lb","lb",80,Volume,"oz"
1108711,"Dill 1lb","1108711","each","1lb","lb",16,Volume,"oz"
IT00810,"Dill 1lb","","bag","1lb","lb",16,Each,"oz"
IT00810,"Dill 1lb","","case","1ea","ea",1,Each,"oz"
09594,"Dill 4oz","09594","each","4oz","oz",4,Volume,"oz"
IT09594,"Dill 4oz","","bottle","4oz","oz",4,Each,"oz"
IT02351,"Dill Pickle Chips 1gal","02351","case","5/1gal","gal",640,Each,"oz"
00104,"Edamame 1each","00104","case","20/1each","each",20,Each,"ea"
IT00104,"Edamame 1each","00104","case","20/1each","each",20,Each,"oz"
IT01845,"Edamame, Frozen 1lb","01845","case","20/1lb","lb",320,Each,"oz"
01845,"Edamame, Frozen 1lb","01845","case","20/1lb","lb",320,Volume,"oz"
FLO11,"Edible Flower Mix - Food 1each","","each","1each","each",1,Each,"oz"
IT00250,"Eggplant 1each","00250","case","18/1each","each",18,Each,"oz"
IT00250,"Eggplant 1each","09585","case","3/1each","each",3,Each,"oz"
09585,"Eggplant 1each","09585","case","3/1each","each",3,Each,"ea"
IT40250,"Eggplant, 18 Size 1case","","each","1each","each",1,Each,"oz"
40250,"Eggplant, 18 Size 1case","40250","case","1case","case",0.5,Each,"ea"
PRD0798,"Endive 1Case","PRD0798","each","1case","case",1,Each,"ea"
IT40274,"Endive 1Case","","each","1each","each",1,Each,"oz"
IT00274,"Endive 1lb","00274","case","10/1lb","lb",160,Each,"oz"
00274,"Endive 1lb","00274","case","10/1lb","lb",160,Volume,"oz"
10025,"English Pea 1lb","10025","case","3/1lb","lb",48,Volume,"oz"
IT10025,"English Pea 1lb","10025","case","3/1lb","lb",48,Each,"oz"
09552,"Fava Bean 1lb","09552","case","3/1lb","lb",48,Volume,"oz"
IT09552,"Fava Bean 1lb","09552","case","3/1lb","lb",48,Each,"oz"
IT09587,"Fennel 1each","09587","case","3/1each","each",3,Each,"oz"
09587,"Fennel 1each","09587","case","3/1each","each",3,Each,"ea"
IT01120,"Fig, Black Mission 1each","01120","case","12/1each","each",12,Each,"oz"
01120,"Fig, Black Mission 1each","01120","case","12/1each","each",12,Each,"ea"
PRGENFILTHY,"Filthy Foods Onion 8OZ","","case","1ea","ea",1,Each,"unit"
PRGENFILTHY,"Filthy Foods Onion 8OZ","288933","bottle","8oz","oz",8,Each,"unit"
PRGENFILTHY,"Filthy Foods Onion 8OZ","286933","bottle","8oz","oz",8,Each,"unit"
PRGENFLOWER,"Flower Blend Micro 200 CT","22119","case","200/1each","each",200,Each,"unit"
PRGENFLOWER,"Flower Blend Micro 200 CT","","case","1ea","ea",1,Each,"unit"
IT88951,"Fresno Chile 1lb","88951","case","2/1lb","lb",32,Each,"oz"
IT91113,"Fuji Apple 1each","91113","case","5/1each","each",5,Each,"oz"
91113,"Fuji Apple 1each","91113","case","5/1each","each",5,Each,"ea"
PRD0136,"Fuji Apple 1lb","PRD0136","case","10/1lb","lb",160,Each,"oz"
IT11824,"Garlic 1lb","","bag","1lb","lb",16,Each,"oz"
00308,"Garlic Peeled 1lb","00308","case","5/1lb","lb",80,Volume,"oz"
IT00308,"Garlic Peeled 1lb","00308","case","5/1lb","lb",80,Each,"oz"
IT00308,"Garlic Peeled 1lb","","case","1ea","ea",1,Each,"oz"
IT00308,"Garlic Peeled 1lb","","case","1ea","ea",1,Each,"oz"
IT09589,"Ginger - Food 1lb","09589","case","2/1lb","lb",32,Each,"oz"
10148,"Ginger - Food 1lb","10148","case","2/1lb","lb",32,Volume,"oz"
15919,"Ginger, Pickled 1lb","15919","case","20/1lb","lb",320,Volume,"oz"
IT15919,"Ginger, Pickled 1lb","15919","case","20/1lb","lb",320,Each,"oz"
PRD0880,"Gold Squash 1lb","PRD0880","case","10/1lb","lb",160,Each,"oz"
IT71403,"Grapefruit - Food 1each","71403","case","27/1each","each",27,Each,"oz"
IT71403,"Grapefruit - Food 1each","71403","case","3/1each","each",3,Each,"oz"
11824,"Green Garlic 1lb","11824","each","1lb","lb",16,Volume,"oz"
IT10018,"Green Onion - Food 1bunch","","each","1each","each",1,Each,"oz"
10018,"Green Onion - Food 1bunch","10018","case","6/1bunch","bunch",6,Each,"ea"
HANA002,"Hanaho Fresh 1each","","each","1each","each",1,Each,"oz"
IT03352,"Haricot Vert (Green Bean) 1lb","03352","case","2/1lb","lb",32,Each,"oz"
99436,"Haricot Vert (Green Bean) 1lb","99436","case","2/1lb","lb",32,Volume,"oz"
IT09072,"Hen Of The Woods Mushroom 1lb","09072","case","5/1lb","lb",80,Each,"oz"
09072,"Hen Of The Woods Mushroom 1lb","09072","case","5/1lb","lb",80,Volume,"oz"
12906,"Hen Of The Woods Mushroom 3.5oz","12906","case","24/3.5oz","oz",84,Volume,"oz"
IT12906,"Hen Of The Woods Mushroom 3.5oz","12906","case","24/3.5oz","oz",84,Each,"oz"
IT71319,"Hiyashi Wakame 1lb","","bag","1lb","lb",16,Each,"oz"
71319,"Hiyashi Wakame 1lb","71319","each","1lb","lb",16,Volume,"oz"
10013,"Horseradish Root 1lb","10013","case","3/1lb","lb",48,Volume,"oz"
IT10013,"Horseradish Root 1lb","10013","case","3/1lb","lb",48,Each,"oz"
IT04987,"Iceberg Baby Hearts 1head","","each","1each","each",1,Each,"oz"
04987,"Iceberg Baby Hearts 1head","04987","case","40/1head","head",40,Each,"ea"
IT00362,"Iceberg Lettuce 1head","","each","1each","each",1,Each,"oz"
IT00362,"Iceberg Lettuce 1head","","case","1ea","ea",1,Each,"oz"
00362,"Iceberg Lettuce 1head","00362","case","12/1head","head",12,Each,"ea"
PRD0853,"Italian Long Hot Peppers 1lb","PRD0853","case","5/1lb","lb",80,Each,"oz"
09597,"Italian Parsley - Food 1each","09597","case","6/1each","each",6,Each,"ea"
IT09579,"Italian Parsley - Food 1each","09579","case","6/1each","each",6,Each,"oz"
IT00252,"Japanese Eggplant 1lb","00252","case","10/1lb","lb",160,Each,"oz"
IT00252,"Japanese Eggplant 1lb","99252","case","2/1lb","lb",32,Each,"oz"
99252,"Japanese Eggplant 1lb","99252","case","10/1lb","lb",160,Volume,"oz"
02633,"Japanese Yams 1lb","02633","case","40/1lb","lb",640,Volume,"oz"
IT02633,"Japanese Yams 1lb","02633","case","40/1lb","lb",640,Each,"oz"
IT02633,"Japanese Yams 1lb","07402","case","30/1lb","lb",480,Each,"oz"
IT02633,"Japanese Yams 1lb","PRD0727","case","10/1lb","lb",160,Each,"oz"
PRD0649,"Jimmy Nardello Peppers 1lb","PRD0649","case","5/1lb","lb",80,Each,"oz"
IT07404,"Jumbo Asparagus 1lb","07404","case","11/1lb","lb",176,Each,"oz"
07404,"Jumbo Asparagus 1lb","07404","case","11/1lb","lb",176,Volume,"oz"
KAI01,"Kaiware (Radish Sprouts) 1each","","each","1each","each",1,Each,"oz"
IT18023,"Kale, Baby Mix 1lb","18023","case","3/1lb","lb",48,Each,"oz"
18023,"Kale, Baby Mix 1lb","18023","case","3/1lb","lb",48,Volume,"oz"
77340,"Kale, Green 1each","77340","case","6/1each","each",6,Each,"ea"
IT77340,"Kale, Green 1each","77340","case","6/1each","each",6,Each,"oz"
IT71150,"Kiwi - Food 1each","71150","case","6/1each","each",6,Each,"oz"
71150,"Kiwi - Food 1each","71150","case","6/1each","each",6,Each,"ea"
KIK04,"Kogiku, Japanese Chrysanthemum 1each","KIK04","each","1each","each",1,Each,"oz"
IT21591,"Korean Pear 1case","","each","1each","each",1,Each,"oz"
21591,"Korean Pear 1case","21591","each","1case","case",1,Each,"ea"
IT09696,"Kosher Dill Pickle 1lb","","bag","1lb","lb",16,Each,"oz"
28627,"Leek 1lb","28627","case","10/1lb","lb",160,Volume,"oz"
IT28627,"Leek 1lb","28627","case","10/1lb","lb",160,Each,"oz"
IT10015,"Leek 1leek","","each","1each","each",1,Each,"oz"
10015,"Leek 1leek","10015","case","3/1leek","leek",3,Volume,"oz"
IT01417,"Lemon - Food 1each","01417","case","140/1each","each",140,Each,"oz"
IT01417,"Lemon - Food 1each","01417","case","165/1each","each",165,Each,"oz"
IT91417,"Lemon 1lb","91417","case","5/1lb","lb",80,Each,"oz"
91428,"Lemongrass 1lb","91428","each","1lb","lb",16,Volume,"oz"
PRGENLETTUC01,"Lettuce Little Sweet GEM 8/4 CT","21590","case","8/1each","each",8,Each,"unit"
PRGENLETTUC01,"Lettuce Little Sweet GEM 8/4 CT","","case","1ea","ea",1,Each,"unit"
PRGENLETTUC02,"Lettuce Romaine Heart 12/3","","case","1ea","ea",1,Each,"unit"
PRGENLETTUC02,"Lettuce Romaine Heart 12/3","","each","1each","each",1,Each,"unit"
PRGENLETTUC03,"Lettuce Romaine Heart 48 CT","","case","48/1each","each",48,Each,"unit"
PRGENLETTUC03,"Lettuce Romaine Heart 48 CT","","case","1ea","ea",1,Each,"unit"
PRGENLETTUC,"Lettuce Watercress / B&W 2/1.5# CS","","case","1ea","ea",1,Each,"unit"
PRGENLETTUC,"Lettuce Watercress / B&W 2/1.5# CS","09981","case","2/1.5lb","lb",3,Each,"unit"
PRGENLETTUC,"Lettuce Watercress / B&W 2/1.5# CS","","case","1ea","ea",1,Each,"unit"
PRGENLETTUC,"Lettuce Watercress / B&W 2/1.5# CS","","case","1ea","ea",1,Each,"unit"
PRD0365,"Lettuce, FM 1each","PRD0365","case","24/1each","each",24,Each,"ea"
IT01424,"Limes 1each","01424","case","150/1each","each",150,Each,"oz"
IT01424,"Limes 1each","41420","case","100/1each","each",100,Each,"oz"
06299,"Lotus Root 1lb","06299","each","1lb","lb",16,Volume,"oz"
IT06299,"Lotus Root 1lb","","bag","1lb","lb",16,Each,"oz"
IT78168,"Magno 1mango","","each","1each","each",1,Each,"oz"
IT78168,"Magno 1mango","","case","1ea","ea",1,Each,"oz"
IT06107,"Micro Basil 8oz","","bottle","8oz","oz",8,Each,"oz"
06107,"Micro Basil 8oz","06107","each","8oz","oz",8,Volume,"oz"
PRGENMICROB,"Micro Buzz BTN 50 CT 48HR","22105","case","50/1each","each",50,Each,"unit"
PRGENMICROB,"Micro Buzz BTN 50 CT 48HR","","case","1ea","ea",1,Each,"unit"
25267,"Micro Carrot Top 1pack","25267","each","1pack","pack",1,Each,"ea"
IT25267,"Micro Carrot Top 1pack","","each","1each","each",1,Each,"oz"
PRGENMICROC02,"Micro Chef/fiesta MIX 8 OZ 48HR","","bottle","8oz","oz",8,Each,"unit"
PRGENMICROC02,"Micro Chef/fiesta MIX 8 OZ 48HR","","case","1ea","ea",1,Each,"unit"
IT03429,"Micro Cilantro - Food 1pack","","each","1each","each",1,Each,"oz"
03429,"Micro Cilantro - Food 1pack","03429","each","1pack","pack",1,Each,"ea"
PRGENMICROC,"Micro Cilantro 4OZ","","bottle","4oz","oz",4,Each,"unit"
PRGENMICROC,"Micro Cilantro 4OZ","","case","1ea","ea",1,Each,"unit"
PRGENMICROC01,"Micro Cilantro 8 OZ","","case","1ea","ea",1,Each,"unit"
PRGENMICROC01,"Micro Cilantro 8 OZ","","bottle","8oz","oz",8,Each,"unit"
11485,"Micro Citrus Mix 1each","11485","each","1each","each",1,Each,"ea"
IT11485,"Micro Citrus Mix 1each","","each","1each","each",1,Each,"oz"
